RPID,MID,ReleaseDate
39,7664,2019-12-09
11,3177,2023-10-11
58,5416,2021-10-29
143,8021,2020-07-16
73,1818,2020-10-28
201,4291,1976-10-04
93,8591,2024-05-09
202,3470,2008-07-12
67,7007,2017-08-14
86,3710,2025-02-17
201,4636,1969-05-13
98,2825,2023-02-08
202,2585,2010-01-21
41,1895,2017-12-11
2,5309,2023-12-15
63,5147,2023-11-16
201,7707,1953-05-26
201,8628,1986-06-21
202,2341,2001-02-12
201,8497,1966-12-11
120,4971,2021-03-14
201,4505,1992-03-14
45,2085,2019-05-26
25,1304,2024-03-23
158,1928,2017-04-08
69,2100,2020-12-01
49,6876,2024-04-09
18,6693,2025-05-09
25,1766,2025-09-10
1,8699,2017-05-13
56,7159,2024-07-06
2,5267,2020-10-26
16,4106,2019-10-15
173,4567,2020-01-01
84,4211,2023-12-03
71,1903,2021-04-26
161,8184,2019-12-22
79,839,2017-05-04
108,3267,2019-03-27
152,5451,2019-11-17
35,2420,2023-03-26
38,2390,2021-09-17
51,4075,2023-04-14
202,6705,2014-12-14
201,4587,1955-09-27
43,3514,2023-06-24
33,6141,2022-09-18
189,41,2021-12-07
165,5896,2023-08-16
100,5655,2018-10-06
202,5628,1997-01-14
202,1311,2008-09-03
202,1745,2010-10-20
201,2068,1962-04-28
202,109,2010-04-19
202,5048,2012-07-13
202,8250,1996-10-12
22,2031,2018-12-01
202,1195,2014-02-15
111,8716,2022-03-14
121,3655,2025-02-19
67,3224,2018-08-18
10,6418,2018-06-04
103,6696,2021-12-09
179,8322,2025-11-04
178,5353,2025-04-04
202,4992,2006-10-20
88,2334,2017-02-22
58,6396,2019-12-05
202,8510,2006-03-05
202,5289,1997-10-04
34,2326,2021-02-20
201,6919,1968-02-16
169,2156,2023-04-19
202,2153,2015-11-11
92,459,2020-10-29
202,1296,2010-05-04
202,5942,2004-06-20
125,6749,2024-08-11
201,663,1961-02-19
30,5900,2023-05-31
202,5374,2010-09-19
185,2147,2021-07-24
109,5062,2018-06-20
53,3325,2022-01-18
67,5363,2018-12-23
144,6675,2019-07-24
202,4897,2016-01-23
202,5435,2016-05-22
148,8345,2020-09-29
25,867,2019-01-28
19,577,2017-04-09
157,8565,2018-12-12
150,7322,2018-04-02
76,8059,2024-02-05
201,7190,1965-06-13
140,90,2020-03-23
168,2423,2018-12-24
202,8223,2004-04-02
188,2400,2018-03-21
190,1378,2024-04-29
201,2998,1959-11-06
171,6045,2020-12-08
112,252,2020-12-12
53,2564,2022-03-16
202,4751,1996-05-31
155,1506,2022-09-03
118,2308,2020-02-03
55,102,2025-04-09
167,3727,2018-11-21
110,404,2021-12-20
55,2131,2022-04-20
38,8017,2024-04-18
168,4054,2017-05-26
2,487,2023-11-02
202,1226,2008-11-04
3,2717,2023-02-14
143,7654,2024-03-10
19,6874,2022-10-20
106,3977,2019-02-08
4,7048,2022-01-01
25,498,2022-01-05
182,6963,2018-08-26
201,7369,1974-06-18
97,4094,2024-10-15
117,1500,2017-03-05
193,931,2025-09-30
168,7322,2019-05-03
202,3744,1998-01-02
202,4617,2015-05-27
172,2746,2024-10-28
155,1011,2023-12-12
202,418,1997-04-09
201,6084,1967-01-08
102,890,2023-11-21
79,7112,2025-01-23
202,8399,2014-06-06
194,2657,2019-07-16
15,2914,2018-03-19
107,4316,2022-09-19
202,6566,2008-12-21
72,7955,2024-06-13
198,8304,2025-04-20
153,5894,2021-11-19
119,7467,2017-05-22
187,5225,2018-01-13
85,7058,2025-09-05
202,754,2004-04-01
202,8515,2001-02-23
64,1565,2018-12-15
202,4593,1996-07-01
11,7730,2023-09-29
202,7459,1999-10-12
125,1819,2021-11-28
79,1075,2021-03-17
10,6301,2019-11-19
131,2684,2023-09-03
162,2930,2021-11-04
19,6793,2023-11-06
81,3709,2021-04-27
5,8435,2017-10-05
40,6151,2019-06-27
9,3535,2018-11-09
201,6354,2022-06-16
202,4747,1996-08-30
79,3891,2025-04-12
119,8415,2023-06-02
165,826,2017-10-16
125,1792,2019-05-06
192,7598,2020-07-24
45,6857,2022-09-19
174,2022,2018-11-24
64,2122,2024-01-30
109,7755,2024-10-22
76,3016,2022-05-10
202,1556,1995-05-30
195,2582,2018-10-13
119,3498,2025-11-30
112,3492,2019-06-26
20,478,2020-09-19
191,17,2017-12-26
30,572,2020-03-31
202,6073,2004-11-07
103,3144,2018-11-25
194,5043,2025-02-07
103,5535,2025-06-28
33,3077,2017-04-18
202,1534,2006-04-04
202,2576,1997-08-11
179,2735,2019-02-19
123,2035,2020-05-19
37,3994,2017-04-12
202,524,2016-06-17
166,1786,2017-03-02
95,5364,2017-02-01
14,7577,2020-05-14
104,3029,2023-05-10
14,5088,2021-09-05
202,4993,1999-05-22
89,1339,2020-05-21
83,2739,2017-03-18
68,7724,2025-01-26
73,8599,2025-04-03
91,4024,2018-12-26
62,1350,2022-02-21
202,2717,2013-02-26
11,5930,2017-12-23
61,3855,2025-03-22
201,1035,2019-12-15
67,8555,2020-06-10
189,2221,2017-10-05
202,4641,2015-12-20
176,4795,2017-10-27
131,4450,2018-04-24
202,2512,2003-01-07
102,3942,2020-03-24
155,6050,2017-09-26
96,8589,2019-09-24
22,2183,2021-07-12
200,426,2019-10-06
202,5135,2010-01-19
108,2295,2023-02-01
141,1698,2024-07-02
202,2871,2001-11-27
182,5963,2017-10-24
45,6507,2023-07-16
166,1062,2025-07-16
180,2514,2023-06-23
201,1426,1955-07-19
202,8099,1997-05-27
47,2987,2023-08-20
202,6461,1996-04-01
201,4562,1992-01-07
127,5275,2018-05-14
27,1232,2022-08-15
117,2656,2021-01-02
56,345,2025-01-20
7,5567,2023-11-27
147,1070,2024-03-24
202,2974,2008-02-28
39,8637,2024-03-31
202,1771,2016-05-20
95,6883,2024-03-13
62,1437,2025-08-31
201,7594,1970-09-11
201,5214,1980-04-10
92,7197,2025-10-17
37,7381,2023-09-16
107,5226,2023-11-06
202,1426,2010-08-29
182,4231,2018-11-18
113,8757,2023-07-16
64,2255,2018-03-15
161,8258,2017-04-25
201,8413,1950-10-14
74,8337,2017-11-24
111,254,2023-08-24
202,3864,2013-04-15
112,4414,2025-02-14
202,4058,1995-12-28
134,5076,2021-09-04
46,5824,2019-01-02
28,995,2021-09-23
111,6341,2017-08-28
195,3044,2024-02-09
201,7414,1956-03-01
202,5469,1999-12-24
202,504,1997-12-09
163,6195,2018-01-15
201,4945,1959-04-21
202,7469,2013-10-27
202,4000,2009-07-11
95,46,2018-04-22
201,8457,1960-04-19
119,8485,2020-02-27
111,4310,2018-09-15
196,1663,2021-01-02
141,7845,2023-01-31
178,7188,2019-07-29
202,3738,2001-10-02
178,4421,2018-10-13
128,5903,2020-06-01
37,7641,2019-12-23
14,7868,2020-10-11
202,8336,2000-09-29
27,1073,2023-05-22
56,8799,2023-09-12
6,5702,2025-08-05
202,1348,2008-01-07
9,1879,2018-05-06
43,4493,2023-03-02
202,1203,1996-01-29
31,4884,2025-07-16
11,8384,2018-08-01
196,7081,2020-02-22
90,8354,2020-02-08
43,3385,2021-07-11
179,8679,2020-10-01
97,5845,2023-09-23
44,981,2019-04-12
202,942,1998-09-21
81,3023,2024-05-08
155,6258,2022-01-13
201,2836,1979-06-14
65,3222,2017-01-03
2,2671,2024-04-06
202,1651,2016-01-13
9,2723,2023-11-22
143,3562,2021-07-07
202,3036,2011-01-28
140,8237,2023-04-08
39,4045,2021-02-19
94,6235,2023-05-10
166,3460,2019-08-26
147,3476,2023-04-09
202,666,2010-11-18
202,2619,2008-03-31
201,7021,1973-06-30
88,2245,2019-07-19
22,8189,2018-08-17
22,7227,2020-09-17
202,1528,2000-05-15
70,7092,2025-06-11
120,8010,2025-04-16
90,449,2017-03-27
140,6,2017-12-05
14,2489,2024-03-05
202,5816,1998-04-03
12,7157,2024-03-13
202,1510,2003-05-29
202,6048,1999-10-26
12,7374,2019-07-24
100,8456,2018-02-09
8,1473,2021-03-01
57,4411,2020-09-12
202,8676,2011-08-22
172,5076,2019-01-18
11,3919,2019-08-24
201,5503,1960-02-22
17,7325,2025-12-19
111,3210,2020-11-09
43,4489,2021-12-31
55,2830,2021-03-04
167,8336,2021-10-04
202,506,2008-06-02
202,704,2012-10-03
202,1997,1999-10-08
89,6279,2025-01-17
182,8665,2024-07-29
202,5244,2012-02-07
161,1492,2024-03-07
202,7156,1996-01-22
201,3080,1990-11-17
202,108,2010-11-11
7,7728,2021-01-30
162,7458,2020-10-31
62,5484,2023-05-26
30,4591,2021-03-29
1,8215,2021-11-20
81,3933,2018-07-30
9,5310,2024-01-31
137,5587,2025-07-20
202,6714,2000-04-14
109,4122,2025-03-15
74,1788,2018-07-01
107,1275,2018-01-18
50,391,2020-12-09
135,4055,2018-06-07
164,3605,2024-10-21
201,8257,2022-07-08
158,7043,2023-02-17
201,4591,1973-10-10
47,7099,2020-01-25
201,6247,1956-07-31
83,3551,2024-04-12
202,5697,1998-06-10
111,719,2020-10-01
7,314,2022-05-08
57,7560,2024-12-14
201,3800,1994-05-26
201,2985,1990-01-05
104,3419,2025-02-28
128,5442,2025-11-18
193,6598,2017-07-29
65,2605,2022-03-31
188,7240,2017-05-22
76,7919,2017-03-04
105,4406,2017-07-14
202,5126,2008-01-30
174,8477,2017-07-11
129,6174,2018-07-29
105,165,2024-12-16
109,3117,2025-11-18
73,7571,2022-09-26
90,88,2023-05-18
201,6784,1983-07-28
202,8326,1997-04-21
202,7006,2003-02-08
125,1884,2017-09-14
170,2241,2022-10-10
113,3199,2024-05-23
201,7125,1992-10-20
36,6611,2024-02-18
83,238,2022-09-04
59,1816,2025-08-30
115,5994,2020-03-11
11,6780,2018-04-28
134,7003,2020-02-20
160,2340,2022-01-14
119,7440,2021-03-25
90,8735,2017-03-25
149,675,2018-12-31
57,427,2017-08-07
5,2667,2025-07-16
129,7876,2025-09-19
59,4450,2021-02-17
52,2912,2022-10-07
11,1572,2024-06-19
202,786,2002-02-15
76,8540,2024-01-29
96,1897,2022-06-17
11,3872,2019-06-30
202,294,2004-05-21
62,8497,2018-03-02
22,7735,2017-02-10
201,727,1951-07-20
201,1500,1994-09-29
199,7029,2017-07-30
197,5918,2025-08-08
73,4201,2024-02-13
6,408,2024-02-14
159,6896,2025-01-25
57,805,2017-05-26
201,5679,1971-06-24
202,1333,2002-08-14
132,6926,2017-04-08
124,7970,2021-11-28
202,3130,2003-06-12
195,7554,2025-08-30
99,7363,2022-09-25
75,4277,2017-11-28
202,1868,1997-01-24
134,7060,2023-07-30
201,7911,1967-09-26
173,4483,2024-12-05
56,161,2023-03-21
74,3033,2025-10-12
154,3386,2017-08-12
110,7525,2018-05-12
202,3808,2003-12-17
196,2134,2019-04-30
121,7245,2017-06-29
64,5384,2020-03-25
202,314,1996-01-02
163,7176,2021-12-05
120,1640,2017-05-24
51,5312,2018-12-05
85,8153,2022-05-10
127,6613,2019-11-14
122,1292,2022-01-19
165,5323,2023-07-06
75,8487,2024-08-06
202,2949,1995-07-23
201,1776,1958-11-12
32,2064,2021-01-10
202,3102,2015-03-12
202,7771,2004-01-03
201,8292,1981-09-10
14,2359,2024-04-03
151,6701,2018-06-25
8,3356,2021-10-02
25,8232,2020-11-03
201,5656,1958-01-09
117,3333,2022-12-06
51,2023,2019-04-18
123,3486,2023-05-14
136,888,2023-10-06
36,7345,2023-06-17
202,7270,2008-12-05
67,4173,2023-06-09
153,4463,2023-11-26
118,3899,2018-09-19
143,1061,2022-02-10
177,1046,2023-11-03
122,2011,2025-02-14
201,7831,1968-01-16
201,5654,1956-08-30
188,7614,2023-12-23
68,4957,2022-07-17
95,4105,2025-01-09
122,2579,2017-08-17
202,1090,2012-07-26
90,7530,2025-10-18
190,6534,2021-05-22
139,8378,2022-10-29
176,2316,2020-06-15
134,5107,2025-06-19
202,4713,2002-01-25
3,7989,2023-03-03
179,2819,2017-09-22
3,7141,2019-05-26
32,6714,2023-07-12
201,1962,1989-11-03
1,3892,2018-06-04
62,6984,2025-11-10
201,1745,1950-07-29
178,607,2020-05-27
201,5365,1972-05-03
192,2342,2017-03-17
63,6164,2024-04-09
201,1502,1978-11-26
201,3417,1991-06-05
12,6315,2023-01-27
129,1550,2025-05-19
89,5306,2022-06-23
104,1618,2019-02-26
95,2670,2022-08-12
201,2210,1977-05-10
119,4280,2017-06-13
197,930,2024-11-15
202,8482,2015-06-27
169,557,2024-03-02
166,4410,2022-06-26
84,7033,2021-12-15
202,6553,2001-09-27
202,3247,2001-08-16
167,7984,2024-09-06
202,2330,2016-10-25
160,4404,2017-08-13
12,465,2023-02-19
191,3302,2019-10-06
197,2835,2021-11-17
92,3433,2017-07-17
202,1989,2007-11-01
27,1510,2024-06-18
7,6813,2021-09-10
23,5120,2021-04-18
202,4036,2012-05-27
157,4578,2025-06-02
202,2420,2003-09-29
30,2323,2023-02-15
201,4228,1976-08-26
202,3853,2015-10-07
202,1647,1995-06-02
23,5234,2017-07-02
55,6903,2019-10-02
154,797,2019-04-26
87,4719,2020-07-09
202,2454,2005-01-30
143,8214,2025-01-04
162,986,2021-08-30
129,7794,2020-07-01
66,8540,2023-02-16
202,1724,2014-03-17
15,4533,2017-04-20
202,2317,2012-11-16
92,617,2022-07-16
69,5949,2024-02-26
201,6561,1971-10-15
66,865,2020-01-22
202,1583,2011-02-08
134,4876,2025-06-21
181,866,2022-09-30
23,1640,2025-01-30
22,6872,2024-05-17
125,3747,2024-01-15
150,5726,2023-03-07
20,4257,2024-03-16
78,6198,2022-05-13
96,8555,2017-09-02
202,5691,2011-12-09
187,6726,2018-12-27
168,1707,2022-09-28
47,7471,2020-06-08
24,1339,2024-10-15
110,1679,2017-02-19
202,4698,1998-07-26
202,4619,2000-06-28
2,4304,2022-10-19
202,7790,2007-10-05
95,872,2021-09-21
143,1463,2017-06-06
202,6429,2016-03-01
202,5084,2006-02-02
198,8157,2022-11-29
21,1419,2022-05-27
11,4215,2021-09-21
201,3437,1983-10-29
66,3344,2020-12-27
145,6512,2021-01-05
201,8111,1980-09-05
70,2064,2017-01-22
202,307,2006-11-15
168,3731,2021-10-31
36,7280,2024-02-15
52,6793,2022-06-26
166,455,2021-02-19
201,2365,1977-03-23
54,407,2017-06-13
202,8752,2003-09-07
131,3082,2025-08-14
62,6187,2018-02-05
151,3636,2022-11-18
46,6558,2024-02-18
202,1837,2004-11-09
64,4459,2025-09-15
202,3734,2016-02-24
44,7927,2021-11-25
158,5031,2021-11-21
201,953,1991-10-01
137,6977,2025-12-30
80,346,2019-05-03
78,3493,2020-06-27
124,4897,2022-11-27
156,3415,2021-02-02
202,8113,2016-03-25
106,2475,2020-06-05
201,4181,1970-05-10
202,7358,1995-11-16
202,5762,2012-05-06
202,325,2012-04-03
45,3811,2025-07-02
194,1605,2022-09-20
202,2044,2003-01-21
202,5344,2004-10-28
82,7582,2021-01-04
114,1010,2025-01-15
202,866,2010-02-09
201,8699,1960-03-29
202,7703,2014-11-30
181,2142,2018-03-02
202,5224,2014-02-08
102,7207,2020-08-23
8,7607,2022-01-29
78,401,2021-08-01
168,430,2022-07-14
40,1188,2025-11-20
137,527,2017-04-01
81,4584,2024-07-02
105,6473,2017-10-31
202,6225,2015-06-13
121,104,2019-11-24
113,6035,2017-10-24
141,4727,2017-04-06
202,3265,2000-10-19
150,7124,2018-03-24
202,6396,1997-03-30
39,937,2017-11-22
78,5786,2022-12-29
114,571,2020-10-14
202,8433,1998-09-07
148,6948,2024-08-12
133,7006,2017-11-14
202,187,1999-07-26
145,2936,2020-09-18
146,1317,2022-08-17
202,5954,1995-12-13
202,6038,2008-11-08
125,7264,2019-04-08
1,3332,2022-03-19
104,968,2017-02-12
83,1379,2023-10-26
98,7035,2021-11-16
65,6272,2021-01-17
8,4103,2022-03-16
132,3792,2022-10-08
76,145,2019-12-01
147,806,2017-04-08
135,2719,2022-08-30
202,4851,2025-07-21
201,4262,1970-11-21
154,2739,2017-08-24
202,4408,2012-12-28
109,4659,2024-01-11
193,3133,2019-07-12
202,7557,2000-01-17
181,7105,2022-07-17
141,4009,2020-07-27
202,7067,1998-02-12
202,6502,2006-10-24
194,8217,2023-10-28
201,2981,1962-10-22
75,8406,2017-11-18
201,5280,1985-03-14
190,5439,2020-02-17
134,7794,2019-09-24
130,4977,2023-06-11
169,4542,2023-04-11
99,2625,2024-02-24
164,4451,2024-09-04
37,5420,2021-04-23
202,3793,2016-03-09
201,836,1987-06-26
146,7519,2022-10-09
197,743,2020-10-05
201,4269,1955-02-25
202,1353,2011-08-11
33,1010,2021-12-21
201,6040,1992-12-29
77,7222,2019-01-26
193,6013,2023-09-23
201,8399,1980-04-14
123,5360,2024-12-14
21,7710,2021-04-14
108,3222,2024-09-11
6,3448,2018-01-16
98,5623,2018-04-19
115,336,2023-07-03
124,469,2024-08-27
82,4134,2024-09-06
66,5582,2025-06-07
119,7154,2024-11-18
27,3819,2022-06-25
202,6807,2001-01-21
11,6617,2019-03-30
202,6688,2006-08-26
139,4759,2023-01-26
18,7668,2025-05-25
82,6871,2022-09-18
18,8338,2022-12-25
202,2516,2014-03-11
202,3253,2012-11-10
160,4761,2022-06-28
8,807,2018-08-07
49,1412,2019-05-08
169,7510,2021-07-10
180,5183,2024-04-10
202,4615,2005-06-14
173,5848,2024-04-28
186,5680,2021-05-07
132,162,2022-09-11
201,7854,1987-12-29
202,4413,2015-05-13
150,3267,2017-06-23
202,2523,2008-09-26
6,398,2021-01-13
202,3327,2009-08-29
115,3540,2025-07-20
202,3944,2015-09-26
175,4814,2019-08-12
61,4620,2021-03-23
201,113,1959-11-03
1,7249,2019-07-01
202,8095,1995-04-12
74,6901,2025-12-19
103,1872,2019-06-19
202,7877,2004-10-30
202,7827,2000-05-28
159,4083,2022-05-13
85,5743,2018-12-22
202,5429,2006-10-27
202,5622,2016-11-28
201,5059,1985-01-06
13,8255,2025-10-25
153,62,2020-10-26
28,1999,2022-03-27
54,1681,2023-10-05
87,2557,2020-12-22
125,6989,2019-11-28
115,8050,2020-04-15
20,4369,2025-03-02
193,8001,2024-02-03
168,6778,2023-10-13
153,638,2025-08-28
202,8419,2012-12-06
202,3406,2013-10-25
163,5858,2017-11-15
121,1246,2024-10-13
201,8460,1956-11-01
185,6859,2023-03-21
4,5907,2020-03-22
197,7816,2025-09-13
44,6711,2021-07-14
72,1280,2021-12-29
191,7925,2024-02-06
202,6338,1996-10-23
90,6245,2024-08-04
193,8017,2022-07-07
158,5968,2022-05-04
202,1327,1997-09-14
96,1214,2024-04-17
86,6601,2025-02-23
162,3015,2021-09-18
91,5822,2019-10-18
86,8146,2018-01-27
85,1379,2017-02-02
202,6883,2000-12-09
202,5388,2002-01-31
177,3969,2017-12-05
202,1756,2012-01-05
58,2312,2025-12-05
201,1246,1980-06-01
202,5393,1996-03-19
128,4168,2023-07-23
151,7546,2021-05-19
119,562,2024-02-03
46,3471,2020-03-09
20,4176,2023-08-04
202,1679,2016-06-30
196,148,2018-01-06
5,6907,2025-08-28
23,3235,2023-04-07
202,1185,1997-12-29
202,3023,2007-06-23
50,8590,2017-12-30
201,4301,1991-04-02
1,7447,2024-08-15
94,386,2025-11-19
71,6862,2017-12-28
196,8384,2023-01-10
105,1037,2022-02-24
42,1323,2024-11-03
8,825,2019-09-07
106,3925,2022-09-30
5,4764,2022-05-09
13,4641,2018-04-17
201,5140,1960-03-21
61,3872,2023-10-01
41,155,2025-11-18
130,2540,2022-02-17
202,618,2016-03-20
114,1529,2024-01-08
102,3494,2022-11-18
34,1886,2024-01-25
56,3609,2024-12-08
201,3654,1980-06-28
202,1049,1998-08-01
59,3815,2024-11-10
201,1305,1994-04-18
45,6251,2019-08-15
110,1171,2024-03-15
202,6848,2005-02-27
8,1547,2025-06-21
143,58,2020-10-17
10,4654,2019-11-16
141,792,2017-06-14
63,2189,2018-10-14
140,1383,2022-03-14
178,2319,2023-01-26
202,3097,2013-09-07
114,2283,2024-08-15
201,3362,1955-02-28
106,3501,2022-09-02
63,3706,2024-07-27
202,2906,2013-05-14
53,5050,2018-12-26
109,3752,2022-01-31
140,1642,2018-11-16
202,8418,2001-05-15
10,3253,2019-02-26
172,7654,2022-06-21
157,5394,2023-09-29
44,366,2025-11-02
118,5526,2020-02-12
86,4291,2019-07-05
170,5382,2025-06-24
201,6275,1953-07-27
1,5733,2022-01-20
202,2540,1998-12-13
201,8400,1982-02-11
201,1121,1987-06-01
79,1421,2021-04-22
201,5678,1991-04-11
88,6090,2023-12-19
144,6255,2018-06-01
201,5446,2017-11-25
144,5071,2018-07-01
145,2178,2020-07-20
189,8764,2022-12-12
202,2945,2009-10-31
201,8099,1994-04-17
188,6060,2019-03-04
191,3355,2025-05-20
70,6064,2022-01-02
32,6452,2022-08-27
137,8632,2022-07-20
202,3061,2000-10-18
31,2149,2022-11-30
202,7512,2015-01-18
8,1073,2024-02-05
109,5897,2017-07-17
202,6977,2016-07-03
58,1035,2018-06-07
120,5844,2024-10-27
131,8278,2020-12-24
91,6901,2024-12-20
27,1410,2019-06-25
59,4963,2025-09-16
201,2126,1984-08-11
72,4696,2017-06-12
122,2212,2020-11-19
202,5569,2006-06-12
6,1815,2021-09-22
38,5298,2018-05-08
143,1688,2017-12-21
183,7683,2018-09-07
202,2263,2009-07-22
75,5632,2025-08-25
49,8445,2018-05-02
80,6751,2021-01-30
151,6806,2025-09-28
13,7028,2020-07-26
159,2194,2022-01-16
169,3967,2019-10-13
63,6306,2022-02-08
143,1478,2020-04-24
107,352,2020-02-07
134,7810,2018-04-28
202,7748,2009-02-07
24,4581,2025-12-05
201,2663,1957-09-17
201,8102,1965-01-15
22,6546,2022-09-17
100,1433,2019-05-17
51,4023,2020-02-16
81,7410,2018-08-12
201,4671,1965-07-02
8,1049,2021-05-07
202,3987,2005-11-25
202,3476,2011-02-12
67,7312,2022-11-28
149,1664,2018-10-26
28,2161,2024-06-24
202,4866,1998-07-17
202,1356,1999-05-09
132,8761,2018-06-11
125,3973,2022-07-19
45,3109,2017-04-25
46,3030,2025-07-01
202,3465,1997-08-15
80,959,2019-08-24
202,2620,2012-08-03
172,7279,2017-08-08
176,5151,2020-01-19
22,3008,2020-10-06
201,7799,1961-04-20
202,4642,2000-08-24
70,455,2022-02-09
202,4543,1998-12-21
97,3832,2019-05-21
35,328,2022-02-04
201,2659,1980-08-08
74,3765,2021-05-17
107,8273,2022-01-30
202,5129,2012-03-10
71,7420,2019-05-18
202,1853,2011-06-29
201,8639,1957-08-16
58,4697,2020-11-19
192,8323,2020-08-13
44,3156,2021-01-26
201,2467,1988-06-22
136,4932,2019-07-25
201,5952,1957-04-06
202,853,2004-07-14
104,600,2023-05-11
161,993,2019-09-20
34,7113,2023-10-24
180,2336,2017-10-14
179,8304,2017-12-18
31,6008,2021-05-25
188,4917,2024-06-30
123,1587,2024-05-14
159,2564,2020-02-20
156,5969,2018-11-19
159,512,2020-01-20
148,4123,2018-08-12
6,1532,2019-02-15
202,1926,1996-09-21
86,6662,2025-06-27
36,7798,2023-03-06
201,469,1990-05-21
57,3797,2017-07-19
202,3255,2008-02-13
147,2755,2025-08-19
1,5902,2018-02-06
25,3116,2022-05-16
23,3150,2017-04-05
51,344,2017-06-17
202,7409,2016-05-02
127,3169,2021-06-20
92,6323,2022-01-13
201,8194,1953-04-05
36,8498,2023-05-29
53,7363,2024-06-22
29,2769,2024-12-04
202,4704,2016-12-06
179,848,2024-11-20
1,7744,2020-08-29
70,6666,2022-12-04
159,175,2018-09-06
202,5868,2006-07-02
202,4556,1998-06-28
141,8285,2022-08-19
178,7867,2019-08-20
132,6772,2018-03-12
23,3842,2022-11-10
116,4757,2022-03-05
201,3564,1961-11-23
127,8277,2022-12-26
47,4980,2017-01-20
202,4661,2007-12-05
154,3190,2019-01-26
160,4719,2024-01-25
142,7492,2021-05-31
28,6316,2019-01-26
170,3353,2023-03-26
73,6043,2024-12-26
202,1749,2001-09-07
184,5730,2020-04-16
174,4844,2023-01-04
176,7865,2023-09-20
116,495,2021-04-01
99,1931,2020-12-31
61,3397,2024-02-02
92,6900,2019-06-17
201,7955,1982-11-23
201,1894,1986-07-07
21,2837,2018-04-02
42,150,2021-02-19
60,1007,2019-10-02
2,4143,2022-04-26
202,6004,2014-11-13
6,4949,2021-11-09
90,6360,2017-12-02
197,6194,2018-08-25
123,3960,2021-07-23
202,7680,2012-11-29
136,7915,2025-06-26
144,8485,2019-06-19
202,55,2009-07-11
89,2440,2018-07-02
201,6100,1954-05-26
96,1459,2021-01-12
73,6149,2018-01-11
202,1141,2010-10-30
93,4758,2022-01-23
202,6943,2014-09-01
202,295,2015-05-29
76,8070,2025-04-27
201,8192,1963-06-13
24,6589,2019-11-12
59,1718,2017-10-17
193,7204,2023-04-29
113,5492,2019-07-27
25,307,2019-03-30
140,6230,2023-04-20
43,6339,2024-01-13
38,3949,2024-06-18
202,7668,1997-04-19
128,2594,2020-02-16
163,4180,2022-08-01
164,1733,2018-03-02
199,8610,2017-01-28
202,7380,1995-03-09
154,8028,2020-09-21
202,2875,2001-01-06
22,2180,2022-06-21
189,6387,2023-11-03
58,3002,2021-04-14
84,4003,2018-12-10
202,8541,2006-04-11
202,3575,2005-06-07
148,2581,2017-05-10
165,7383,2021-04-13
32,5666,2020-03-05
202,7094,2011-10-12
65,8153,2021-10-15
22,6396,2020-01-23
4,5037,2020-06-20
201,7191,1966-09-02
153,4034,2021-05-26
28,1641,2022-03-13
202,2755,2012-06-09
121,3936,2019-05-09
70,4305,2017-08-27
201,2615,1979-07-13
110,3772,2025-09-08
74,5754,2025-02-02
202,7553,2000-11-05
143,6147,2023-05-18
62,8157,2020-12-07
202,348,2004-06-25
185,2678,2017-02-11
10,10,2021-10-23
185,7480,2024-08-12
201,773,1992-02-03
27,5788,2017-09-06
202,5608,1995-07-29
88,8759,2025-05-27
171,746,2020-03-05
202,774,2015-05-31
202,5285,2012-06-03
190,4160,2023-06-09
124,4138,2024-11-17
202,7776,2002-08-08
153,7127,2017-06-06
201,885,1972-07-15
32,2085,2024-08-07
29,4569,2021-01-15
159,1618,2024-10-08
186,499,2022-07-24
198,1286,2025-09-19
201,8079,1981-05-31
91,1938,2024-04-16
202,2202,2002-06-27
27,5766,2018-09-30
202,1104,2016-11-20
202,7655,1995-02-06
201,18,1951-09-26
202,7835,2005-04-12
191,8148,2019-06-02
7,8502,2019-05-13
82,2401,2022-07-26
130,1578,2025-03-29
70,5387,2023-08-09
29,5533,2017-02-23
107,4976,2023-11-04
38,6198,2017-03-27
162,5264,2019-01-30
202,5498,1999-04-13
94,2306,2021-02-04
47,1692,2020-02-01
128,5805,2025-12-27
201,1700,1951-10-23
34,7974,2021-11-26
91,7508,2022-12-07
202,7132,2003-06-10
74,6455,2022-12-14
31,3372,2022-07-24
70,7265,2025-05-07
100,5104,2023-12-30
113,3957,2024-12-24
