MID,MPAA,Length,Title
7883,PG,92,Rocky IV
7884,PG-13,104,Rocky V
7885,R,93,Roger Corman's Death Race 2050
7886,R,98,Roh's Beauty
7887,R,80,Roll Red Roll
7888,R,79,Rolling Papers
7889,PG-13,122,Romeo Ranjha
7890,R,118,Room
7891,R,89,Room for Rent
7892,G,26,Room on the Broom
7893,PG-13,127,Roonpi Secret Love
7894,PG,62,Roots
7895,R,137,Rosemary's Baby
7896,R,121,Rounders
7897,PG,96,Royal Pains
7898,PG,105,Rubi
7899,R,103,Rukh
7900,R,92,Rumble
7901,R,89,Rumble in the Bronx
7902,PG-13,97,Rumor Has It
7903,PG-13,134,Run
7904,PG,116,Runaway Bride
7905,PG-13,110,Running for Grace
7906,PG-13,88,Running Out Of Time
7907,PG-13,115,Rurouni Kenshin
7908,PG,93,Russell Madness
7909,R,150,Russell Peters vs. the World
7910,R,72,Russell Peters: Notorious
7911,PG-13,141,Rustom
7912,R,82,S Is for Stanley
7913,PG-13,117,S.W.A.T.
7914,PG-13,118,Saath Saath
7915,R,91,Sacro GRA
7916,R,105,Sadece Sen
7917,PG-13,94,Sadie's Last Days on Earth
7918,PG-13,137,Sadma
7919,PG,97,Sadqay Tumhare
7920,R,61,Saeed Mirza: The Leftist Sufi
7921,R,86,Safety Not Guaranteed
7922,R,118,Saheb Bibi Golaam
7923,PG-13,173,Sairat
7924,PG,152,Sakhi
7925,PG-13,99,Salem: His Sister's Father
7926,R,110,Samantaral
7927,PG,116,Samarppanam
7928,PG-13,107,Sameer Abu Alneel
7929,PG-13,109,Samson
7930,G,65,Samudri Lootere
7931,PG-13,32,San Pietro
7932,PG-13,122,Sanai Choughade
7933,PG-13,228,Sangam
7934,PG,86,Santa Claws
7935,G,72,Santa's Apprentice
7936,PG-13,102,Sarah's Key
7937,PG-13,140,Sardaar ji
7938,PG,145,Sardaarji 2
7939,PG-13,126,Sarivar Sari
7940,PG-13,133,Sarvopari Palakkaran
7941,PG-13,141,Sat Sri Akal
7942,R,78,Satan & Adam
7943,PG,103,Satrangi
7944,PG-13,150,Satrangi Re
7945,PG-13,153,Satte Pe Satta
7946,R,83,Saturday Church
7947,R,95,Savage Dog
7948,R,93,Savage Raghda
7949,G,100,Save Our Shelter
7950,PG-13,126,Saving Mr. Banks
7951,R,95,Saving Zoë
7952,R,99,Say When
7953,PG,93,Scales: Mermaids Are Real
7954,PG-13,95,Scandal
7955,PG,93,Scandal in Sorrento
7956,R,88,Scary Movie
7957,PG-13,88,Scary Movie 5
7958,R,195,Schindler's List
7959,R,120,School Daze
7960,PG,77,Scooby-Doo on Zombie Island
7961,PG-13,112,Scott Pilgrim vs. the World
7962,R,121,Scream 2
7963,R,117,Scream 3
7964,R,90,Seal Team Six: The Raid on Osama Bin Laden
7965,PG,110,Searching for Bobby Fischer
7966,PG-13,86,Searching for Sugar Man
7967,PG-13,95,Season of the Witch
7968,PG,101,Secret
7969,PG-13,144,Secret Affair
7970,PG-13,111,Secret in Their Eyes
7971,PG,54,Secrets of Althorp - The Spencers
7972,PG,54,Secrets of Chatsworth
7973,PG,54,Secrets of Henry VIII's Palace: Hampton Court
7974,PG,55,Secrets of Her Majesty's Secret Service
7975,PG,54,Secrets of Highclere Castle
7976,PG-13,55,Secrets of Scotland Yard
7977,PG,55,Secrets of Selfridges
7978,PG,55,Secrets of the Tower of London
7979,PG,55,Secrets of Underground London
7980,PG,55,Secrets of Westminster
7981,PG-13,102,Sen Kimsin?
7982,PG-13,106,Senna
7983,R,124,Sensitive Skin
7984,R,69,"Septiembre, un llanto en silencio"
7985,PG-13,98,Servant of the People
7986,R,85,Set Up
7987,R,146,Sex and the City 2
7988,R,145,Sex and the City: The Movie
7989,R,103,Sex Doll
7990,R,111,"Sexo, Pudor y Lagrimas"
7991,R,125,SGT. Will Gardner
7992,R,126,Shadow of Truth
7993,PG-13,115,Shahanpan Dega Deva
7994,PG-13,90,Shaka Zulu
7995,R,168,Shakti: The Power
7996,PG-13,109,Shanghai
7997,PG,148,Shararat
7998,PG-13,92,Shark Busters
7999,PG-13,91,Shark Night
8000,PG-13,135,Shaurya: It Takes Courage to Make Right... Right
8001,PG,71,She Did That
8002,R,112,Shelter
8003,PG-13,98,Sherlock
8004,PG-13,128,Sherlock Holmes
8005,R,168,Shiva
8006,G,45,Shopkins: Chef Club
8007,G,75,Shopkins: Wild
8008,G,71,Shopkins: World Vacation
8009,PG-13,122,Shorgul
8010,R,97,Short Term 12
8011,PG,89,Shorts
8012,R,98,SHOT! The Psycho-Spiritual Mantra of Rock
8013,PG-13,115,Shuddhi
8014,R,96,Shutter
8015,R,119,Sicilian Ghost Story
8016,G,93,Sid the Science Kid
8017,G,105,Siddhant
8018,R,88,Silencer
8019,R,94,Silent Hill: Revelation
8020,PG,77,Silicon Cowboys
8021,R,123,Silver Spoon
8022,PG-13,101,Sin senos no hay paraíso
8023,R,144,Sin Senos sí Hay Paraíso
8024,PG-13,143,Singh Saab the Great
8025,PG,127,Single
8026,PG-13,92,Singularity
8027,R,87,Sinister Circle
8028,R,83,Siren
8029,R,95,Sister Code
8030,R,96,Skin Trade
8031,PG-13,122,Skin Wars
8032,PG-13,132,Skin Wars: Fresh Paint
8033,PG-13,107,Skiptrace
8034,R,100,Sky on Fire
8035,G,49,Skydancers
8036,PG-13,94,Skyline
8037,R,101,Sleeping with Other People
8038,PG,89,Sleepover
8039,R,135,Sling Blade
8040,R,107,Sliver
8041,R,150,Slobby's World
8042,R,84,Slow West
8043,PG-13,110,Small Soldiers
8044,R,95,Smart People
8045,R,66,Smash: Motorized Mayhem
8046,PG-13,83,SMOSH: The Movie
8047,R,86,Sniper: Special Ops
8048,PG-13,137,Socha Na Tha
8049,R,87,Social Animals
8050,R,142,Soekarno
8051,R,94,Solo Con Tu Pareja
8052,PG-13,135,Solo: A Star Wars Story
8053,PG-13,135,Solo: A Star Wars Story (Spanish Version)
8054,R,104,Solomon Kane
8055,R,97,Some Freaks
8056,PG-13,128,Something's Gotta Give
8057,R,109,Son of a Gun
8058,R,73,Sons of Ben
8059,R,93,Sotus The Series
8060,PG,106,Soul Surfer
8061,R,94,Soul to Keep
8062,R,85,Sour Grapes
8063,G,109,Space Racers
8064,PG,98,Sparkle
8065,R,150,Spartacus
8066,PG-13,96,Speech & Debate
8067,PG-13,75,Speed Is My Need
8068,PG-13,139,Spider-Man 3
8069,PG,117,Spider-Man: Into the Spider-Verse
8070,PG-13,95,Spitfire: The Plane that Saved the World
8071,G,149,Splash and Bubbles
8072,R,129,Spotlight
8073,R,94,Spring Breakers
8074,R,112,Sprinter
8075,PG,88,Spy Kids
8076,PG,100,Spy Kids 2: The Island of Lost Dreams
8077,PG,83,Spy Kids 3: Game Over
8078,R,93,Spy Time
8079,R,103,St. Agatha
8080,PG-13,88,Staged Killer
8081,R,86,Standoff
8082,PG-13,88,Star Men
8083,PG-13,152,Star Wars: Episode VIII: The Last Jedi
8084,PG-13,94,Star-Crossed
8085,R,106,Starred Up
8086,R,110,Station Horizon
8087,PG,52,Stealing History
8088,R,98,Step Brothers
8089,PG-13,89,Step Outside
8090,R,86,Stephanie
8091,PG-13,106,Sthaniya Sambaad
8092,R,100,Still
8093,PG,91,Stink!
8094,PG,145,Stoked
8095,G,91,Stone Age
8096,PG-13,113,Stonehearst Asylum
8097,R,100,Stop at Nothing: The Lance Armstrong Story
8098,R,138,Storage Wars: Northern Treasures
8099,PG,132,Story of an Egg
8100,R,96,Straight Up
8101,PG-13,96,Strange but True
8102,PG-13,113,Stranger than Fiction
8103,G,149,Strawberry Shortcake: Berry Bitty Adventures
8104,PG,95,Strictly Ballroom
8105,R,85,Strike a Pose
8106,R,106,Stripes
8107,R,117,Striptease
8108,PG-13,90,Strong Girl Bong-soon
8109,R,123,Stronger Than the World
8110,PG,148,Strongland
8111,PG,78,Stuart Little 2
8112,R,95,Submission
8113,R,135,Suburra
8114,R,130,Suckseed
8115,PG-13,115,Sudani from Nigeria
8116,R,114,Suicide (Hitabdut)
8117,R,107,Suite Française
8118,R,148,Suits
8119,R,93,Summer Night
8120,R,94,Summer of '92
8121,R,85,Sunrise
8122,G,125,Super Bheem
8123,G,63,Super Bheem Bana Vajraveer
8124,R,104,Super Dark Times
8125,PG,127,Super Nani
8126,G,116,Super Wings
8127,R,113,Superbad
8128,R,91,Superfly
8129,PG-13,154,Superman Returns
8130,PG,125,SuperNature: Wild Flyers
8131,PG-13,82,Superstar
8132,PG-13,98,Surat Dari Praha
8133,R,101,Surviving R. Kelly Part II: The Reckoning
8134,R,103,Survivors Guide to Prison
8135,R,86,Susanne Bartsch: On Top
8136,G,92,Sustainable
8137,PG,123,Swami
8138,PG-13,125,Swami Baba Ramdev: The Untold Story
8139,R,116,Sweeney Todd: The Demon Barber of Fleet Street
8140,R,93,Sweet Virginia
8141,R,97,Swiss Army Man
8142,R,108,Sword Master
8143,R,101,Sword Masters: Two Champions of Shaolin
8144,PG,136,Sym-Bionic Titan
8145,PG,177,Taal
8146,PG-13,95,Tahaan
8147,R,97,Take Me Home Tonight
8148,PG-13,130,Taken
8149,R,93,Tales of the City (1993)
8150,R,111,Tamanchey
8151,R,81,Tarif de nuit
8152,G,89,Tarzan
8153,G,72,Tarzan 2
8154,PG-13,112,Tattah
8155,G,48,Tayo the Little Bus Movie: Mission Ace
8156,PG-13,81,Teach Us All
8157,PG,137,Teen Patti
8158,R,89,Teenage Cocktail
8159,PG,87,Teenage Mutant Ninja Turtles
8160,PG,88,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
8161,PG,94,Teenage Mutant Ninja Turtles: The Movie
8162,PG,125,Tees Maar Khan
8163,G,67,Tellur Aliens
8164,R,108,Temporada de Caza
8165,R,102,Ten Years
8166,PG,135,Teresa
8167,R,109,Terminator 3: Rise of the Machines
8168,PG-13,115,Terminator Salvation
8169,PG,98,Terra
8170,R,84,Terrifier
8171,PG,133,Teshan
8172,R,121,Tezz
8173,G,118,Th Eena Meena Deeka Chase Comedy Show
8174,R,103,Thackeray
8175,PG-13,107,That '70s Show
8176,R,128,The 2000s
8177,R,100,The 24 Hour War
8178,R,117,The 4th Company
8179,PG-13,78,The Accountant of Auschwitz
8180,R,87,The Adderall Diaries
8181,PG,134,The Adjusters
8182,G,88,The Adventure Club
8183,G,110,The Adventures of Figaro Pho
8184,PG,93,The Adventures of Sharkboy and Lavagirl
8185,PG,107,The Adventures of Tintin
8186,R,99,The Aerial
8187,R,140,The Age of Shadows
8188,PG-13,113,The American President
8189,R,89,The Amityville Horror
8190,G,107,The Andy Griffith Show
8191,PG,97,The Angry Birds Movie 2
8192,R,97,The Animal People
8193,PG-13,108,The Ant's Scream
8194,PG,140,The Apartment
8195,R,80,The Apostate
8196,R,90,The Art of the Steal
8197,R,117,The Art of War
8198,R,95,The Assignment
8199,R,86,The Autopsy of Jane Doe
8200,PG-13,128,The Bachelor
8201,PG-13,100,The Bachelors
8202,R,87,The Bad Education Movie
8203,R,101,The Bad Kids
8204,PG-13,83,The Bare-Footed Kid
8205,R,89,The Basement
8206,PG-13,18,The Battle of Midway
8207,R,147,The Beat
8208,PG,116,The Beginning of Life: The Series
8209,PG-13,128,The Bible's Buried Secrets
8210,PG,128,The Big Catch
8211,R,72,The Bill Murray Stories: Life Lessons Learned From a Mythica
8212,R,95,The Black Room
8213,R,95,The Blackcoat's Daughter
8214,R,98,The Bleeder
8215,G,103,The Blue Planet: A Natural History of the Oceans
8216,PG-13,59,The Bomb
8217,R,132,The Bomb Squad
8218,R,118,The Book of Eli
8219,R,98,The Boss's Daughter
8220,PG-13,111,The Bounty Hunter
8221,PG-13,116,The Box
8222,PG-13,97,The Boy
8223,PG-13,95,The Boy in the Striped Pajamas
8224,R,122,The Brave One
8225,R,95,The Brawler
8226,PG-13,93,The Breadwinner
8227,PG-13,107,The Break-Up
8228,PG-13,119,The Bridge
8229,PG-13,119,The Brothers Grimm
8230,PG-13,97,The Bucket List
8231,R,96,The Bulbul's Nest
8232,PG-13,103,The Bund
8233,PG-13,96,The Bye Bye Man
8234,R,106,The Bygone
8235,PG-13,109,The Cakemaker
8236,R,141,The Calling
8237,R,112,The Captive
8238,PG,96,The Car
8239,R,60,The Carter Effect
8240,PG,113,The Case for Christ
8241,R,126,The Cell
8242,PG-13,109,The CEO
8243,R,93,The Charnel House
8244,PG-13,131,The Chefs' Line
8245,R,101,The Chord
8246,PG-13,111,The Chosen
8247,R,107,The Chosen Ones
8248,PG,100,The Christmas Candle
8249,PG,92,The Christmas Project
8250,PG-13,103,The Cincinnati Kid
8251,PG,134,The Code
8252,R,105,The Company Men
8253,PG-13,103,The Competition
8254,PG-13,101,The Confirmation
8255,R,123,The Congress
8256,PG-13,114,The Consul's Son
8257,R,101,The Craft
8258,PG-13,128,The Cravings
8259,PG,99,The Croods
8260,R,102,The Crow
8261,PG,66,The Cruise
8262,R,112,The Crying Game
8263,PG,146,The Curse of Oak Island
8264,R,101,The D Train
8265,PG-13,99,The Damned Rain
8266,R,105,The Dancer
8267,PG,93,The Dark Crystal
8268,R,121,The Dark Side of Life: Mumbai City
8269,R,75,The Darkest Dawn
8270,R,95,The Daughter
8271,R,100,The Dawn Wall
8272,G,125,The Day My Butt Went Psycho!
8273,R,151,The Departed
8274,PG-13,78,The Desert Bride
8275,PG-13,85,The Detained
8276,PG,69,The Devil and Father Amorth
8277,R,84,The Devil Inside
8278,PG-13,95,The Devil Is a Part-Timer!
8279,PG-13,88,The Devil We Know
8280,R,86,The Diabolical
8281,PG,121,The Dreamer
8282,R,99,The Drowning
8283,R,150,The Drunk and on Drugs Happy Funtime Hour
8284,R,110,The Duel
8285,PG-13,104,The Dukes of Hazzard
8286,R,95,The Dukes of Hazzard: The Beginning
8287,R,96,The Eichmann Show
8288,PG,138,The Eighties
8289,R,106,The End of the Tour
8290,R,112,The Endless
8291,R,85,The Evil Dead
8292,R,107,The Exception
8293,R,76,The Eyes of My Mother
8294,R,125,The Fear
8295,R,95,The Fear of 13
8296,R,88,The Feels
8297,R,116,The Fighter
8298,PG-13,121,The Figurine (Araromire)
8299,R,82,The Final Destination
8300,PG-13,87,The First Line
8301,R,46,The First Temptation of Christ
8302,PG,103,The First Wives Club
8303,R,97,The Five
8304,R,97,The Five Venoms
8305,PG,91,The Flintstones
8306,PG,91,The Flintstones in Viva Rock Vegas
8307,R,101,The Flying Guillotine
8308,PG-13,104,The Forbidden Kingdom
8309,R,92,The Force
8310,R,113,The Foreigner
8311,R,89,The Forgotten
8312,PG-13,144,The Fosters
8313,PG-13,115,The Founder
8314,PG,84,The Free Man
8315,R,106,The Frozen Ground
8316,G,109,The Furchester Hotel
8317,PG,124,The Future of Water
8318,PG-13,124,The Gathering
8319,R,83,The Gentleman Driver
8320,R,107,The Ghost Who Walks
8321,R,158,The Girl with the Dragon Tattoo
8322,G,95,The Golden Years with Javed Akhtar
8323,R,95,The Golem
8324,PG-13,97,The Good Catholic
8325,R,97,The Good Neighbor
8326,R,89,"The Goods: Live Hard, Sell Hard"
8327,PG-13,161,The Gospel of John
8328,PG-13,205,The Gospel of Luke
8329,PG-13,123,The Gospel of Mark
8330,PG-13,190,The Gospel of Matthew
8331,R,136,The Great Battle
8332,PG,127,The Great British Baking Show: Masterclass
8333,PG-13,161,The Great Gambler
8334,R,133,The Great Raid
8335,R,115,The Great Train Robbery
8336,PG-13,119,The Green Hornet
8337,R,104,The Guild
8338,R,94,The Hatred
8339,PG-13,85,The Haunting of Molly Hartley
8340,PG-13,108,The Healer
8341,R,71,The Heat: A Kitchen (R)evolution
8342,PG-13,147,The Help
8343,R,88,The Heretics
8344,R,99,The Heroes of Evil
8345,R,96,The Heyday of the Insensitive Bastards
8346,R,97,The Hollow Point
8347,PG-13,92,The Holy Man
8348,PG,148,The Homecoming
8349,PG-13,79,The House on Coco Road
8350,PG,117,The House That Made Me
8351,PG,53,The Human Factor: The Untold Story of the Bombay Film Orches
8352,R,94,The Humanity Bureau
8353,PG,123,The Hundred-Foot Journey
8354,PG,95,The Hunt
8355,PG-13,103,The Hurricane Heist
8356,PG-13,111,The Hurt Business
8357,PG-13,123,The Imaginarium of Doctor Parnassus
8358,R,147,The Inbetweeners
8359,R,100,The Incident
8360,G,75,The Incredible Story of the Giant Pear
8361,PG,118,The Incredibles 2
8362,PG,96,The Indian in the Cupboard
8363,R,108,The Informant!
8364,R,99,The Intent
8365,R,103,The Intent 2: The Come Up
8366,PG-13,99,The Invention of Lying
8367,R,135,The Investigator: A British Crime Story
8368,R,100,The Invitation
8369,R,128,The Irish Mob
8370,PG-13,105,The Iron Lady
8371,PG-13,52,The Jack King Affair
8372,PG,120,The Jaime Maussan Show
8373,PG-13,106,The Jane Austen Book Club
8374,G,120,The Jungle Book
8375,PG,90,The Jungle School
8376,PG-13,95,The Keeping Hours
8377,PG,127,The Kindness Diaries
8378,R,118,The King's Speech
8379,R,116,The L Word
8380,R,90,The Lady in Dignity
8381,PG,98,The Lake House
8382,PG,86,The Lamb
8383,R,84,The Land of the Enlightened
8384,R,93,The Last Days of Chez Nous
8385,PG-13,88,The Last Exorcism
8386,R,131,The Last Face
8387,R,44,The Last Hangover
8388,PG,96,The Last Man on the Moon
8389,PG-13,70,The Last Resort
8390,PG,88,The Last Whistle
8391,R,87,The Legend of 420
8392,PG-13,118,The Legend of Michael Mishra
8393,PG-13,104,The Liar
8394,R,89,The Little Hours
8395,PG,85,The Little Mermaid
8396,PG,107,The Little Prince
8397,R,138,The Lives of Others
8398,PG-13,108,The Lizzie Borden Chronicles
8399,R,119,The Lobster
8400,R,93,The Lodgers
8401,PG,87,The Long Goodbye: The Kara Tippetts Story
8402,R,121,The Longest Yard
8403,PG,95,The Longshots
8404,PG-13,103,The Look of Silence
8405,PG-13,201,The Lord of the Rings: The Return of the King
8406,PG-13,179,The Lord of the Rings: The Two Towers
8407,PG-13,87,The Love Guru
8408,PG-13,98,The Lovers and the Despot
8409,PG-13,82,The lynx
8410,PG-13,85,The Mad Monk
8411,PG,90,The Magic Pill
8412,PG,142,The Making of Frozen Planet
8413,PG-13,68,The Man Who Would Be Polka King
8414,PG-13,138,The Mask of Zorro
8415,R,136,The Matrix
8416,R,138,The Matrix Reloaded
8417,R,129,The Matrix Revolutions
8418,PG-13,116,The Mayo Clinic
8419,R,130,The Mayor
8420,PG,40,"The Memphis Belle: A Story of a
Flying Fortress"
8421,R,94,The Men Who Stare at Goats
8422,PG-13,140,The Messengers
8423,PG,106,The Mind of a Chef
8424,G,143,The Minimighty Kids
8425,R,120,The Ministry of Time
8426,R,104,The Model
8427,R,91,The Monster
8428,R,70,The Monster of Mangatiti
8429,R,113,The Mortified Guide
8430,R,108,The Most Beautiful Hands of Delhi
8431,PG,104,The Muppets
8432,R,119,The Murder Detectives
8433,PG,115,The Music of Silence
8434,PG-13,85,The Naked Gun 2 1/2: The Smell of Fear
8435,PG-13,85,The Naked Gun: From the Files of Police Squad!
8436,PG,138,The Natural
8437,PG-13,40,The Negro Soldier
8438,R,93,The Netflix Afterparty
8439,R,82,The New Romantic
8440,PG-13,144,The Nineties
8441,PG-13,90,The NSU-Complex
8442,PG,99,The Nutcracker and the Four Realms
8443,PG-13,120,The Office (U.S.)
8444,R,91,The One I Love
8445,PG,106,The Only Mother To You All
8446,PG-13,108,The Other Guys
8447,R,94,The Parole Officer
8448,R,87,The Pass
8449,R,124,The Peacemaker
8450,PG-13,141,The Pelican Brief
8451,PG-13,93,The Perfect Day
8452,PG-13,103,The Perks of Being a Wallflower
8453,PG-13,141,The Phantom of the Opera
8454,R,155,The Physician
8455,PG,93,The Pink Panther
8456,G,78,The Pirate Fairy
8457,R,118,The Pirates of Somalia
8458,PG,88,The Pirates! Band of Misfits
8459,R,140,The Place Beyond the Pines
8460,R,124,The Plan
8461,R,110,The Player
8462,G,100,The Polar Express
8463,PG-13,96,The Power of Grayskull: The Definitive History of He-Man and
8464,R,116,The President's Barber
8465,R,91,The Prince
8466,PG,111,The Prince & Me
8467,G,98,The Princess and the Frog
8468,R,125,The Prison
8469,PG-13,76,The Pursuit
8470,PG-13,117,The Pursuit of Happyness
8471,R,90,The Push
8472,PG,135,The Pyramid Code
8473,PG,119,The Rainbow Troops
8474,PG-13,136,The Rainmaker
8475,PG-13,103,The Rap Game
8476,PG,52,The Rat Race
8477,R,94,The Real Football Factories
8478,PG,81,The Real Miyagi
8479,R,77,The Rebound
8480,PG-13,120,The Redeemed and the Dominant: Fittest on Earth
8481,R,102,The Rehearsal
8482,PG-13,90,The Republic of Imbaba
8483,R,93,The Returned
8484,R,90,The Rezort
8485,R,92,The Rift: The Dark Side of the Moon
8486,PG-13,93,The Right One
8487,PG-13,116,The Ring
8488,R,107,The Riot Club
8489,R,87,The River Thief
8490,PG-13,111,The River Wild
8491,PG-13,98,The Road to Calvary
8492,R,101,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America
8493,PG-13,91,The Roommate
8494,R,103,The Rover
8495,R,120,THE RUM DIARY
8496,R,90,The Runner
8497,R,92,The Salvation
8498,PG-13,99,The Sapphires
8499,R,124,The Score
8500,PG-13,111,The Sea of Trees
8501,G,32,The Search for Life in Space
8502,PG,86,The Secret Life of Pets 2
8503,R,104,The Seven Five
8504,PG,116,The Seventies
8505,R,123,The Shaukeens
8506,R,105,The Show
8507,PG-13,97,The Sign of Venus
8508,PG-13,97,The Signal
8509,R,90,The Similars
8510,PG-13,163,The Sinking Of Van Der Wijck
8511,R,127,The Sniffer
8512,PG-13,121,The Social Network
8513,PG-13,120,The Space Between Us
8514,R,95,The Spectacular Now
8515,R,84,The spiral
8516,PG,94,The Spy Next Door
8517,R,94,The Spy Who Fell to Earth
8518,R,122,The Stanford Prison Experiment
8519,PG-13,97,The Story of God with Morgan Freeman
8520,PG-13,107,The Story of Us with Morgan Freeman
8521,PG-13,90,The Student
8522,R,91,The Sunshine Makers
8523,R,89,The Super
8524,G,122,The Super Mario Bros. Super Show!
8525,PG-13,98,The Surrounding Game
8526,R,106,The Taking of Pelham 123
8527,R,139,The Talented Mr. Ripley
8528,R,83,The Texas Chainsaw Massacre
8529,PG-13,96,The Thief and the Imbecile
8530,PG-13,94,The Tiger Hunter
8531,G,58,The Tigers of Scotland
8532,PG-13,96,The Time Machine
8533,PG-13,107,The Time Traveler's Wife
8534,R,140,The Traffickers
8535,R,104,The Tribes of Palos Verdes
8536,R,94,The Trigger Effect
8537,R,108,The Trip to Spain
8538,R,91,The Trust
8539,PG-13,58,The Truth About Alcohol
8540,R,147,The Tudors
8541,PG-13,99,The Tuxedo
8542,PG-13,92,The Twilight Zone (Original Series)
8543,R,96,The Ugly Truth
8544,R,93,The Unborn Child
8545,R,99,The Underwear
8546,PG-13,135,The Universe
8547,R,106,The Unknown Girl
8548,PG-13,103,The Unknown Known
8549,PG-13,91,The Vatican Tapes
8550,R,91,The Vietnam War: A Film by Ken Burns and Lynn Novick
8551,PG-13,98,The Walls of the Moon
8552,PG-13,127,The War: A Film by Ken Burns and Lynn Novick
8553,R,111,The Water Diviner
8554,PG,112,The Water Horse: Legend of the Deep
8555,PG-13,90,The Waterboy
8556,PG,101,The Wedding Curse
8557,PG-13,98,The Wedding Party 2: Destination Dubai
8558,PG-13,128,The West Wing
8559,R,92,The Witch
8560,PG-13,88,The Witch Files
8561,R,108,The Womanizer
8562,R,47,The Women Who Kill Lions
8563,PG,100,The Women's Balcony
8564,R,114,The Workshop
8565,PG-13,128,The World Is Not Enough
8566,PG,53,The World's Most Wanted Animal
8567,PG-13,89,The Wrong Babysitter
8568,PG,130,The Year of Happiness and Love
8569,R,83,The Young Offenders
8570,PG-13,85,The Young Vagabond
8571,PG,94,Theater of Life
8572,PG-13,104,Theeram
8573,PG-13,89,"Thelonious Monk: Straight, No Chaser"
8574,PG-13,86,Theo Who Lived
8575,PG-13,150,ThirTEEN Terrors
8576,PG-13,102,This Is My Love
8577,PG,107,This Is Not What I Expected
8578,R,77,This Was Tomorrow
8579,R,123,Thithi
8580,R,122,Thong Dee Fun Khao
8581,PG-13,131,Thor: Ragnarok
8582,G,77,Thor: Tales of Asgard
8583,R,125,Thorne: Scaredy Cat
8584,R,125,Thorne: Sleepyhead
8585,R,88,Three
8586,PG-13,96,Three-Quarters Decent
8587,R,93,Thumper
8588,PG,42,Thunderbolt
8589,PG-13,130,Tientsin Mystic
8590,PG-13,108,Tik Tok
8591,R,151,Tikli and Laxmi Bomb
8592,PG-13,125,Time Please
8593,PG-13,105,Timeless Season
8594,PG-13,114,Timeline
